"","Acute HX_SL.IM","Acute HX_1D.HX.IM","Acute HX_3D.HX.IM","Acute HX_7D.HX.IM","Acute HX_21D.HX.IM"
"Ccdc6",0.209275211847114,0.150897942343142,0.226437401347237,0.173373353386991,0.151347648576857
"Mrln",0.00170192719427771,0,0,0,0.00400676692185583
"Slc16a9",0.0108285942053397,0.00450795083073828,0,0,0.00474572548852594
"R3hdm2",0.777211270913862,0.232407169079467,0.367655615458114,0.275905086503008,1.10434169175644
"Kitl",0.206051946913283,0.0760272170327526,0.0253038862276685,0.0895829621509292,0.260745962981735
"Stac3",0.00885445393774661,0.00312320616748102,0.0374168303597062,0.0218545727625889,0.00315823673325
"Shmt2",0.138170698632863,0.199383976980208,0.305822439119657,0.144614789895936,0.0729222906677068
"Gopc",0.159803618053295,0.138170180933614,0.122229824309971,0.15918588572029,0.180783306573587
"Nus1",0.29300334466868,0.419921522519546,0.357828967558239,0.43280008831184,0.398264695975486
"Tmtc3",0.0710411982792941,0.0397365618688278,0.177939453995417,0.0595686317681194,0.0574382471384802
"Cep85l",0.0610873194156466,0.036961593860045,0.0423981715316765,0.0401641755764792,0.0856985924121294
"Lrp1",2.57252957052356,1.4081665644211,3.43163386561784,2.80358471800999,2.24895463711722
"Stat6",0.632477766704238,0.429278886825365,0.615501241195986,0.654799055578613,0.437695082837927
"Bicc1",0.0626472626195891,0.00634223572395207,0.00321993267120784,0.0179249095865504,0.0127038726444513
"Mcm9",0.113883437714616,0.0422114986939105,0.0700980629872788,0.121977460917633,0.102420135451567
"Nab2",0.424995010172533,0.542527143763861,0.284325369890339,0.387040763075884,0.251889673330467
"Asf1a",0.126202501847937,0.175581028491765,0.204707206639542,0.161842606857066,0.183213728936916
"Cep290",0.170708571042178,0.0424710070751336,0.0413577100149299,0.0280780317326632,0.146051986059305
"Nemp1",0.0768930227473215,0.0433671485347913,0.0737401680631246,0.0667913023164496,0.0488677226697048
"4930430F08Rik",0.0415245725684033,0.0543225221359188,0.0186494623362966,0.0383098396394897,0.0895482846971871
"Tfam",0.252140783457821,0.181036821593783,0.101264699461148,0.125477830470358,0.2259446114913
"Zbtb39",0.0121799952600607,0.0161582193478687,0.00617523132334986,0.0228973471562266,0.0131701424791685
"Gpr182",0.00189812389434283,0.00737758966901325,0.0106370870549842,0.00139230467636156,0
"Ube2d1",0.291149606958553,0.296810709186297,0.300894322481127,0.277843077398529,0.359777920116547
"Cisd1",0.306812481686672,0.511264091936594,0.308732222527403,0.277215823116766,0.298624940323922
"Man1a",0.976255486595697,0.472819834820827,0.83623428009487,0.885668313689063,0.83462992602863
"Ipmk",0.196946536831632,0.147569507590207,0.206730878664184,0.16468786263201,0.191161669570883
"Tbc1d32",0.10229822958979,0.0427031733550565,0.0674644472152586,0.066709232539824,0.0552225745841095
"Msl3l2",0.0346578348549225,0.0406620282422089,0.0176528691146535,0.0681343798953025,0.0467856598942872
"Zwint",0.264338396973448,0.309023557369207,0.281313462374272,0.218865478514365,0.193980642453858
"Prim1",0.0539932530618402,0.0556617490343792,0.0705749466142453,0.0639213875138703,0.0604989990865327
"Naca",7.83121807484411,9.40989471149118,6.83763331002687,5.99648674541487,9.80632243823015
"Hsf2",0.120108562823882,0.0493817762158532,0.129251072557145,0.0986108501210781,0.0969477012996217
"Ptges3",1.43259738984974,0.947121901418552,0.608184284225628,0.647774920363718,1.37350550292135
"Serinc1",1.01500273286518,0.895973861274226,1.0802883687097,1.10430414184621,0.952282975728352
"Atp5b",3.35501630947351,5.23002316552142,3.71125904256261,4.23406438401965,2.66107836441799
"Rassf9",0,0,0.0124429181131559,0,0
"Pkib",0.579284635776754,0.693309063781031,0.498732404356828,0.450367218788774,0.7322205976658
"Smpdl3a",0.677385751257938,0.730115398796567,1.00694338142142,0.886494504790331,0.729206243472895
"Tmtc2",0.054084208730742,0.0164426773653876,0.0418104049012431,0.0454565292532681,0.0184307947804195
"Gcc2",0.440791638612767,0.159995882581099,0.213355230885465,0.126505629842366,0.459893885012698
"Mettl25",0.0430475569676817,0.0273207835122467,0.0353537392761043,0.0156853788098652,0.0639351837129668
"Ccdc59",0.469472719097051,0.473867802738617,0.394954845650369,0.267510169956719,0.642420626306792
"Baz2a",0.428622526972981,0.276421685251058,0.251126176417524,0.35958940480365,0.312907346278569
"Lims1",0.706419397192632,0.712539144916777,0.791397263332956,0.682497936603511,0.787375674823661
"Ranbp2",0.649259891318327,0.33547081581695,0.467959750377131,0.235771534350046,0.432038243689875
"Rbms2",0.176303274792189,0.130906358407698,0.11799626479505,0.108116499557518,0.162646097610177
"Ccdc138",0.0255739234136361,0.0189335604489224,0.158356310125609,0.0422337264479042,0.0154626015203728
"Spryd4",0.0404460691694357,0.0509342447311996,0.0693800583980848,0.0687574112528815,0.0436827474644556
"Septin10",0.140327133486207,0.0654534916196819,0.0623332000989963,0.0631264849249748,0.125858960034108
"Sowahc",1.21111333424661,0.608049760569945,0.698936555419494,0.652295889750205,0.591793484600817
"P4ha1",0.476657534228688,0.337069596619807,0.846935139562693,0.708824753935378,0.552878209178126
"Mcu",0.0840915417862891,0.0382554573601944,0.0862771495292524,0.0886988616871549,0.052820947139834
"Ppp1r12a",0.883231215572114,0.551799922568708,0.618028380537513,0.788893907735729,0.756981683253004
"H60c",0,0,0,0,0
"Ppp1r14c",0.00459576438099148,0.00415793478050259,0,0.0147594172222232,0.0062077059895207
"Micu1",0.248651080857071,0.267891481852973,0.220571355304713,0.269730492674426,0.281692298881
"Plekhg1",0.0461588196407749,0.0541206464859642,0.0607949366565101,0.0543792651887008,0.0304245630763188
"Dnajb12",0.258163103436512,0.127699904328807,0.14556722257924,0.171525664284637,0.264775555236485
"Ddit4",0.24884102010436,0.251336190411899,0.342358514390855,0.282603746050675,0.227975410890822
"Anapc16",0.450233893498513,0.518066990071642,0.431526326764308,0.475189614230904,0.577600403398086
"Ascc1",0.262870583670405,0.225324656618194,0.159068175832182,0.127179847189705,0.220413830231829
"E2f7",0,0.00513317052153285,0.041672174008886,0.0109146056572124,0.00228693610537354
"Timeless",0.0394210609797716,0.0265471000525822,0.081170448787461,0.0204909499061795,0.0421539219789165
"Spock2",0.00336222154081199,0.0108154066942397,0.0267700888213394,0.00143317067801585,0.00132480189442295
"Chst3",0.00313269068899975,0,0,0,0.00647358825631771
"Csrp2",0.116048168954511,0.115312383657982,0.0641956874105886,0.131047819540138,0.154968644753652
"Stat2",0.18605485295426,0.139921242055988,0.310198139376141,0.306271220655605,0.11703857343306
"Il23a",0.0034049847094567,0.00417283699255584,0.0369705675502837,0.00585118768875943,0.00167925119808135
"Mthfd1l",0.0333048546521315,0.0634810698808196,0.0866703363127008,0.10008825446543,0.032340168551365
"Zdhhc17",0.102071799157847,0.0411083352543286,0.0961653037568864,0.13450150912128,0.0841401267568435
"Akap12",0.0332743199048091,0.0260481171533751,0.0538700840392705,0.0119140108472519,0.011599841423438
"Zbtb2",0.109703532304123,0.0754956740735019,0.0201378608154782,0.0783087735872848,0.0879504495610237
"Rmnd1",0.13746493185444,0.0976275674901189,0.167890368412475,0.133519302874361,0.198544199937895
"Osbpl8",0.344101373265142,0.225903977825661,0.396224593750701,0.329742413363617,0.306434704604084
"Bbs10",0.0120532027482889,0.00573750359223933,0,0,0.0136851189903763
"Armt1",0.116005225865896,0.0570706922706305,0.195846268802359,0.123816519454574,0.062871523238701
"Ccdc170",0.0144752887252714,0.00581179616571013,0,0.0037168195171855,0.0244696706610886
"Pan2",0.0421577627993184,0.0665159157552997,0.130544579658799,0.106316543451821,0.0457669852000726
"Cnpy2",0.764867297570395,0.759954664170283,0.927598858039742,0.625653259985821,1.0522575878599
"Cs",0.523004721097897,0.631717909844638,0.809779630512241,0.523812103811456,0.29122009051403
"Coq10a",0.109689322435956,0.140382836342964,0.0442830424676679,0.0625229458093207,0.0936904557747541
"Ankrd52",0.0765848254238193,0.0153489240998698,0.053641654008663,0.0365151761917483,0.0430828029269978
"Nap1l1",2.84022262168706,1.68803948840055,1.70121782774106,1.37491198534513,3.01082565217901
"Phlda1",0.870678556091381,1.08258781061557,1.14957691407364,0.691847053352574,0.542597382561864
"Krr1",0.444375355155038,0.280918341072695,0.889535888109006,0.603317828204265,0.314025109337998
"Nabp2",0.289135243016595,0.578809716269233,0.310618107573828,0.405800158890124,0.371732079647697
"Glipr1",1.95756186666639,1.06812621141309,1.41850317663081,1.86426444016163,1.34983839967113
"Rnf41",0.163647371554854,0.217550638729138,0.198725224577134,0.202095564093449,0.151389050556012
"Syne1",0.282497755923439,0.0927028950540101,0.0696417778037014,0.171422144268525,0.346477354821859
"Myct1",0.00467608124446728,0.0173321434830405,0,0.0121174897191715,0.00145553573920664
"Fbxo5",0.0285339517798858,0.0321979169783812,0.0425283614622768,0.0575348952826843,0.0332538991740731
"Atxn7l3b",0.829186069916323,0.720737502083342,0.570607446018924,0.617176871658377,1.30934012368704
"Mtrf1l",0.0733534805716363,0.0628140126068903,0.0469537884622889,0.0506866600597854,0.0935599504890983
"Tbc1d15",0.295390103145037,0.177247343120149,0.173502417228728,0.237831437926475,0.445145773033606
"Rab21",0.687913150027319,0.378582712083154,0.310775859813808,0.322491389344496,0.648684289762524
"Smarcc2",0.611719776670235,0.332043836911632,0.358655860053089,0.35167542498544,0.445307329092621
"Tmem19",0.190519134029288,0.256263724445484,0.205823106461068,0.358511195769198,0.25832334559864
"Thap2",0.178906981935258,0.196477212910665,0.168448872086823,0.187109584567747,0.277480902505327
"Zfc3h1",0.410545176368661,0.202664494425316,0.183576718531359,0.315425979862196,0.39253413074021
"Myl6",8.49963733970572,12.8576573703016,10.7761612201726,9.21950963998881,10.2685278921594
"Tspan8",0.00771622570729361,0.0328629026250229,0.00144854835899026,0.0166648890784983,0.0129131418018729
"Esyt1",0.590740500469937,0.697550892332808,2.14128474521607,1.14659474230958,0.355894569059997
"Zc3h10",0.0799446188289752,0.0728830749249887,0.0875316567782706,0.0957466673781004,0.0889882718969897
"Rpl41",46.9017509417993,71.755370960892,46.5771700790423,42.134497516132,43.7283087231438
"Pa2g4",0.733973380969768,0.892772212808242,0.74322242179455,0.473030670425442,0.77182978084223
"Erbb3",0.00569383923387163,0.012384936528481,0.0343168441872582,0.0161624179458708,0.00983352824782503
"Psap",25.1970945110991,32.3451426113201,43.3497217229177,56.623583000731,17.5919766483193
"Rps26",17.4279412052498,16.4415409438585,15.0574412152021,11.5470941799255,24.6497716712504
"Ikzf4",0,0,0,0,0
"Suox",0.0193770107427522,0.0357725289316974,0.0267882885300873,0.0276029123301455,0.0284275096361963
"Rab5b",0.406450153883325,0.357949040773895,0.385830994301336,0.367057016645936,0.301847459649429
"Ptprb",0.0126208905699483,0.0331652441256409,0.00375025915751172,0.0517695882093834,0.0116623638761566
"Cdk2",0.117477813607841,0.117721917950836,0.209122165334981,0.162499557380767,0.0531315528558861
"Pmel",0,0.00937103045997344,0.00268462357684748,0,0.000873410425777975
"Dgka",0.120093085279695,0.0617881414923352,0.0626721514301402,0.139224335546251,0.0704428009196365
"Pym1",0.0964102063348065,0.163932350995523,0.276910653738477,0.176228963577592,0.0918452692204884
"Mmp19",0.0677338894559201,0.224850895574395,0.397376869767761,0.302362485930048,0.0302997591059536
"Tmem198b",0.0905752719481026,0.099051141596976,0.0648244312567183,0.0894485618681815,0.0567424968324559
"Ipcef1",0.204414113303434,0.158800065590544,0.150721437458041,0.136701567371599,0.122639340351986
"Dnajc14",0.324156188202084,0.304373295823327,0.365744397697422,0.317292910882621,0.234937213030804
"Cnksr3",0.0589563456606864,0.0472837390231234,0.0536639072470402,0.0633045777565498,0.0518905742504171
"Sarnp",1.12114326822661,1.65545735251603,1.44453524053778,1.08458956022448,1.44622937301805
"Ulbp1",0.0563794457786581,0.0319016057163323,0.0958267216208526,0.0938835438149923,0.029058697018838
"Ormdl2",0.468073585994844,0.863414200145957,0.9435238411804,0.738415471209246,0.480394399676885
"Lrp11",0.00414940791605081,0.00440132467978379,0,0.0159540873165554,0.006246071019561
"Cd63",3.42481351433668,6.26016226284531,2.11300636051083,4.66327431832582,4.90786092644443
"Rdh5",0.0147942183649981,0.00304244293286206,0,0.0115182761521175,0.0126187754883847
"Bloc1s1",0.949636118737979,1.48257931043271,1.28555931666924,0.931292148385611,1.05930077198654
"Pcmt1",0.597224421540206,0.664988635764543,0.667864442345568,0.740982320634893,0.684618343454598
"Nup43",0.047349939122631,0.0840008383675765,0.0445958750856033,0.0226053740505179,0.0799512376587866
"Lats1",0.194905930438597,0.105252555296241,0.0886022117288538,0.0933337591719305,0.110778222994335
"Cnot2",0.359711287239427,0.313965636854527,0.265430782641564,0.331418192252518,0.305438967738138
"Katna1",0.300953042550142,0.278043387637072,0.150841175679182,0.318762162342976,0.22703189005691
"Ginm1",0.291462680086016,0.292427506736921,0.296910731142771,0.312530537050008,0.263768166425352
"Rab3ip",0.0566478698654788,0.0901031512850553,0.0709735927879843,0.0467274949237665,0.0582987649651813
"Ppil4",0.439369469485014,0.198643524871187,0.162940316243854,0.227953715278,0.351000590630538
"Zc3h12d",0.0970617361525945,0.0358196461454692,0.0577161387043744,0.0858037453465701,0.0588828201125293
"Tab2",0.978230497275908,0.44129077313876,0.490232114988261,0.4794840982998,0.851065281227108
"Ust",0.1286333050927,0.0493617090836934,0.0786994338400756,0.107553076014692,0.0692323899380527
"Sash1",0.535105074647658,0.248167496060864,0.19513331947593,0.360643998998976,0.584038646893052
"Stxbp5",0.182841486756464,0.102493768672991,0.09986094860393,0.180747810455071,0.150996114146874
"Tespa1",0.0254007962858193,0.0227873626002355,0.0458319495208082,0.00528437445143736,0.0112332956683732
"Adgb",0.00266438866878388,0,0.0313151978670042,0,0.0032088619272071
"Rab32",0.288657298033793,0.394469224646352,0.418166649571281,0.347505795171375,0.244890224774424
"Vsir",2.25288437400696,2.13909925034233,3.11960745587198,3.50333306705251,2.15071978047238
"Slc29a3",1.01957289345893,0.527800897828572,0.69527432024919,0.921310014112401,0.904637854024236
"Shprh",0.151649388935571,0.108320925899689,0.132766141575292,0.230618255504077,0.172910488983785
"Fbxo30",0.10490568604022,0.0606738546391529,0.0615939328928732,0.105437937134935,0.0866040437170341
"Epm2a",0.0340027315732964,0.0123757604382765,0.016848291987149,0.00359400274339625,0.0179187104084298
"Sgpl1",0.720440781194898,0.737681207503009,1.30871247167755,1.10706970166703,0.759901535079745
"Utrn",0.422355111455287,0.0651021074865489,0.161847222955487,0.187595169714945,0.230084643678946
"Stx11",0.0549323151324042,0.0907793325353675,0.0666210318811008,0.072834262899059,0.0452867365177118
"Sf3b5",1.10639021377556,1.64107188874597,1.16781921818699,1.15197118266306,1.65121783527276
"Prf1",0.0028065457489465,0,0,0,0
"Pald1",0.248330294032449,0.427856027982001,0.4392036769607,0.578241949023627,0.241525291699931
"Eif4ebp2",0.818885262525973,0.534632515214372,0.620458352671396,0.598333030549056,0.518481562148636
"Lrrc20",0.0433416919513355,0.0349704968445406,0.0597536318937607,0.0280407246700559,0.0341578926060878
"Ppa1",0.194235850348724,0.323425990745372,0.304925533911862,0.252041576096524,0.190721302125259
"Sar1a",0.491454865890512,0.746584403659311,0.613085410784154,0.641705664316565,0.428660238323187
"Tysnd1",0.144820171876006,0.166947710675121,0.182116136138908,0.268637701572185,0.109888565142467
"Aifm2",0.0283173335027119,0.0618887008148932,0.0667076820879747,0.0313737414914913,0.0439676032647863
"Macroh2a2",0.00603545467494248,0.000965066894576865,0,0,0.000770862287251469
"Ltv1",0.175756903609122,0.240219172605316,0.22533340246163,0.158624501399038,0.226889144112339
"Phactr2",0.564790383359173,0.242205227529716,0.260612244450751,0.288914597508067,0.530974548866306
"Fuca2",0.439545228143082,0.558415484141487,0.880786739277268,0.729376571138959,0.409996006449854
"Col13a1",0.00336687730646746,0.00747325980924139,0.00308087607792152,0.0179060884608971,0.000898451231259345
"Pex3",0.252973936536062,0.124814282374597,0.110026343852189,0.0934387096932419,0.191841476988904
"Adat2",0.0496446620966879,0.0500228359749549,0.0143614297509692,0.0144512814069052,0.0582475055377133
"Fam241b",0,0,0,0,0.0013149760023637
"Aig1",0.103554809642153,0.156347883465408,0.230778820599865,0.156943792249338,0.193957109409433
"Tspan15",0.00178813849061084,0.0045430489554212,0,0.0185401306651005,0.000723070974983841
"Hivep2",0.70190092129453,0.256677383573517,0.316172239232702,0.277062079177627,0.366584775113562
"Adgrg6",0.134099504464571,0.0565052806629119,0.114357220969548,0.143434364680222,0.140338039551438
"Vta1",0.316623670574339,0.327234039674379,0.198221425784998,0.313782656392363,0.373776618633506
"Cited2",1.62348542531634,0.656235311688448,0.752237478047251,0.727983229592282,1.50402169768347
"Txlnb",0.0304714743795944,0.00605369713180761,0.00533299504459454,0.0231186728637804,0.050004066904994
"Heca",0.30415876685933,0.164459391474502,0.073717259863597,0.112370668743492,0.389185453197011
"Abracl",1.78171312033304,3.06357671048985,2.02860361913551,1.69923217061004,2.40170267932204
"Reps1",0.193374397522524,0.134995282788473,0.198258329803755,0.165502714290517,0.126200567590343
"Ccdc28a",0.117225508494134,0.0660546133447433,0.0443784904128528,0.0892762928185914,0.0961815975114567
"Hebp2",0.0113793387198628,0.0207284485650798,0,0.00599619930207536,0.014849964654144
"Arfgef3",0,0.00318161739892802,0,0.00331211055173574,0.000677217863439846
"Perp",0.0028651456181609,0.00383576965645456,0,0,0.00062582530712377
"Tnfaip3",3.01208907481666,0.993740454294833,1.38898872861288,0.954372365915664,1.15822008060985
"Ifngr1",4.40656971712773,3.7165270949291,5.78281321205214,7.70729137181939,5.32118352177232
"Pex7",0.285489689987129,0.257360080988699,0.0929162469861146,0.188208830357787,0.310105846758102
"Map3k5",0.234652148553286,0.132606856317986,0.146534742366152,0.201427154010903,0.230666261999183
"Map7",0.00896988299980462,0.00634789963536306,0.00201751688863387,0,0.00464119884853944
"Bclaf1",1.16263062012878,0.63994114222981,0.958307194685919,0.972934524859088,0.918177539619621
"Mtfr2",0,0.00075406660579841,0,0,0.00107098099651892
"Pde7b",0.0359804618657899,0.00324837278568536,0.0166854099438369,0.0412832054547853,0.00808179146457196
"Ahi1",0.110691733609817,0.031743970189076,0.0228075169630194,0.0217436666108653,0.0849322216689033
"Hbs1l",0.182358875011889,0.144657296321649,0.1611292238076,0.284309916475327,0.148425574682991
"1700020N01Rik",0,0.00337763006737278,0,0,0.00313345327866125
"Sgk1",0.678775219259904,0.76326372074568,0.699820721517673,0.800285127821678,0.762117009604845
"E030030I06Rik",0.0180266054252665,0.0316067096119172,0.0192711932061089,0.0149946892368036,0.038083222760119
"Raet1e",0.00267714393717921,0.00100643595665562,0,0,0.000571370226366028
"H60b",0.00408086547419545,0,0,0,0.00288066913927182
"Raet1d",0,0.00343367701340453,0.00189396629686975,0,0.00373324046488086
"Slc2a12",0.000901723662815946,0.00610789229027954,0.0107383247351731,0.0160914385489995,0.0035208972698135
"Tbpl1",0.289115781989101,0.387819004727767,0.336247353063375,0.413403647032957,0.278917267388174
"Tcf21",0.0191621658468754,0.010145491208802,0.0513432569297105,0.0583855087102732,0.0212732617987219
"Rps12",29.6973066272671,16.6874926569453,12.7677124428658,9.71375435956968,44.6281469266668
"Slc18b1",0.00274270150895028,0.0172287423165632,0,0.0219422147755611,0.0101920212798345
"Vnn3",0.00862485828104775,0.00492677211861495,0,0.0026834107241047,0.0111536456846742
"Stx7",1.61971915887288,1.77672831824932,1.29570466745792,1.57460672774217,1.32570485904589
"Enpp1",0.0200605162835777,0.038845210631946,0.119328817543285,0.0362714179771012,0.0470656347166011
"Enpp3",0,0.00435055031067011,0.144098064116934,0.0114485638921454,0.000205877408855755
"Med23",0.0753784640663057,0.0583702183235445,0.167906339361974,0.103217217724788,0.0940367109180251
"Arg1",0.00153357956486827,0.95329668944413,1.27079518519292,1.72566949292598,0.0316463142966039
"Akap7",0.15813908225374,0.117033872868834,0.153891574334079,0.103436537911277,0.162385855824694
"Epb41l2",1.62238700432034,0.805577288559992,0.774345207117355,0.934313055682651,1.32585449514063
"L3mbtl3",0.0459079971891275,0.0414825787884287,0.0398011967227181,0.0627678463203529,0.0391750662961233
"Rab36",0.00739162071642036,0,0.00337710169702737,0,0.0033645043137051
"Bcr",0.0235705267465241,0.0321451243829226,0.0487734209782684,0.0388724018743809,0.0215633576424527
"Specc1l",0.712431577778891,0.274945388140088,0.543570857431936,0.394220659563256,0.455183541996403
"Adora2a",0.0118116668943451,0.0417203853118975,0.0480028506910368,0.0714358611723569,0.00627228708259363
"Gucd1",0.135974540643131,0.103481625908017,0.132845948906008,0.0979136033490882,0.0849565355157858
"Snrpd3",0.911705346923387,1.3258500564089,1.66854177509609,1.01281539463142,1.10138994735454
"Ggt5",0.115732730945584,0.0486332960946894,0.212346101550941,0.165439900374335,0.0921558014109995
"Cabin1",0.368337532728238,0.332463873367218,0.287380912544075,0.375937797917148,0.379319680966538
"Ddt",0.461379128549333,0.412012882019335,0.464092609314733,0.301588350889161,0.656252663390699
"Gstt3",0.0737332813212666,0.0516928921743894,0.0290767698931003,0.0226997222417869,0.0337806740886192
"Gstt1",0.067982341734317,0.0243966229883383,0.0126028995145912,0.108612592200862,0.0424501807252295
"Gstt2",0.112620008560448,0.0702085762074083,0.0582228922841773,0.0996052485831802,0.0810579108301846
"Mif",1.08629605908123,2.2822136402693,2.51389700850943,1.66171480517397,1.12162908303616
"Derl3",0.00645439569553046,0.0142799646760739,0.00145537803662808,0,0.00700382190544924
"Smarcb1",0.349162661326848,0.496971399128589,0.385303177603797,0.239001236496164,0.393685120847841
"Mmp11",0.00348495655863449,0,0.0147831656624585,0.010084126176588,0.0104307986113633
"Chchd10",0.0721326439758579,0.36695820290238,0.191036037423717,0.262410999175407,0.101583562967709
"Vpreb3",0,0,0,0,0
"Zfp280b",0.0111355980995675,0.00716579981585172,0.0142567965958938,0.0146490440336647,0.013731989339414
"Prmt2",0.208345635243714,0.189465016317167,0.0979792868867873,0.257304632055586,0.183186039181601
"S100b",0.00389231672248249,0.0125145910701567,0.123723192478334,0.0386139673412949,0.00115189006651702
"Dip2a",0.0663027487837498,0.0282328564585657,0.121010459603444,0.134198843530818,0.0568472224864479
"Pcnt",0.281788668755636,0.0925409374150504,0.138145445776207,0.13725834993865,0.248821170969092
"Ybey",0.0237434965072691,0.0318154621735941,0.0461420701926895,0.0206414693888121,0.0357971545200595
"Mcm3ap",0.117009332787378,0.0434672308322181,0.035181042472134,0.115728090517869,0.0801447975688877
"Lss",0.0562592864424075,0.0420222177405958,0.0468476536255728,0.0344927658493601,0.0400959442375079
"Col6a1",0.0486736898942854,0.0141831469905815,0.00873781402611383,0.0246439538673319,0.00265923860208286
"Pcbp3",0.012087123233171,0.038882855806387,0.0431062603165718,0.0235621255828341,0.0270337574877139
"Slc19a1",0.0339212010532367,0.0861890780849043,0.034542307151654,0.0569550226445799,0.0375640553292973
"Col18a1",0.00184201548913985,0.00411381730012678,0,0.0054678751399776,0.000252494360222847
"Pofut2",0.268403613611335,0.44639038145487,0.570120448451761,0.411643457469305,0.293176739469719
"Adarb1",0.0469629059171622,0.00853151745550271,0.0219293075255414,0.0486024072747493,0.0302192453927264
"Fam207a",0.137393750940469,0.264652104551071,0.176734001631044,0.216969098408333,0.145585008532669
"Itgb2",2.13765693623216,1.59078165384137,3.81404886756892,2.55677620696068,1.25108692605753
"Pttg1ip",0.758841738139768,0.543671790748713,0.457150581231273,0.587581309461555,0.581341645967297
"Sumo3",0.839855864997734,1.31663738335608,0.839302917679751,0.960765173441652,0.716562631116269
"Ube2g2",0.287042345086966,0.404943115707906,0.283087349194203,0.362035087416388,0.246397898890765
"Lrrc3",0.0143192066934565,0.0109866802593519,0.00514876243829483,0.0269987327183972,0.0124847081589567
"Trpm2",0.0832662857320956,0.0895984233084842,0.19057947540974,0.0988322780023091,0.0432335622295177
"Cfap410",0.0991856948820863,0.193738387554738,0.0643943838794576,0.0851231655300566,0.0847225092986544
"Pfkl",0.128414260299911,0.295005552634866,0.478907830403724,0.390167132905092,0.127881014185828
"Dnmt3l",0,0,0,0.0177139710219757,0
"Icosl",0.507777636117902,0.371460102212493,0.409370020847385,0.66427883769242,0.245803602636199
"Gatd3a",0.270185668570864,0.428583292043052,0.361438736538208,0.381183967475061,0.261606419383115
"Pwp2",0.0364189197618036,0.0708139269119713,0.0537694981319499,0.061395917887806,0.057197101228799
"Trappc10",0.277294938730046,0.111614557804716,0.124911005309967,0.157286380927727,0.414062535845787
"Agpat3",0.212387549085963,0.0899277091041898,0.115187094820464,0.155867179127142,0.306572929228789
"Rrp1",0.819504528117975,0.82656415455932,0.69114265022927,0.682750469263271,1.10795256048448
"Cstb",3.41677153271603,7.29745842992303,3.96976809164791,3.95714380538713,3.78048546450389
"Pdxk",0.459975114706539,0.346782263441813,0.412682553152308,0.401624756119081,0.261153693782544
"Ilvbl",0.258049074819848,0.196068768063246,0.347044572769794,0.492513477309979,0.285049820897908
"Syde1",0.00203865441254968,0.00683508965545596,0,0.025971191452229,0.00298517946267491
"2610008E11Rik",0.0879132201544748,0.0294014473512063,0.0441437379738262,0.0490720439655018,0.0835067164952409
"Plpp2",0.185618424463704,0.240047689583183,0.214345442675582,0.254872497076303,0.147620554902665
"Mier2",0.0971440688134065,0.0829627445332139,0.0599241627994593,0.0913858933468015,0.0534268033690588
"Tpgs1",0.345357248711431,0.57544950004276,0.588888273830395,0.516166262395724,0.400908251827319
"Cdc34",0.256394765839091,0.392590136604659,0.321246811159018,0.20731106079736,0.317922641600817
"Gzmm",0.0054606494678051,0,0,0,0.000679910044609245
"Bsg",1.69492434846838,2.24161294827438,4.06714022228972,3.06357459782708,2.27797282988703
"Polrmt",0.0811076876609052,0.0500885697946201,0.0783363154788001,0.0914473041417453,0.0345000878938943
"Rnf126",0.196877576171435,0.228773594800039,0.244340605687772,0.252657639708386,0.161984480539742
"Fstl3",0.0054186180245648,0,0,0.00470632530120482,0.00202928205574628
"Palm",0.0129688342576576,0.030700017594743,0.0186116240274618,0.04663715623091,0.0247576517364859
"Ptbp1",0.601249496343736,0.662351677716924,0.649538384217561,0.426828370869514,0.468626180043389
"Plppr3",0,0.00450916946223189,0.0381533900031041,0,0.0017860831336665
"Med16",0.162811107187705,0.154297217823669,0.181341559847708,0.217770125566269,0.094966676655428
"R3hdm4",0.560300132057094,0.694165490887331,0.954344684898076,0.827543780223432,0.526713690487892
"Kiss1r",0,0,0,0,0.00139092809127596
"Arid3a",0.223073268968797,0.110074964655494,0.111756880859844,0.110070078298309,0.28037747213747
"Wdr18",0.286854049368954,0.415252470643308,0.347780158993612,0.357886121093393,0.34718417796885
"Tmem259",0.481149668658432,0.252049897132449,0.659466430655305,0.446446960392352,0.315456888396024
"Cnn2",1.35733766813015,1.62734211452125,1.94751901399501,1.43482521049985,0.996664478079702
"Abca7",0.185038172880605,0.124051457137962,0.387804064600022,0.310216582280462,0.0960295654077179
"Arhgap45",1.48410782776189,1.37520497452443,2.19329293384458,3.34197078667176,0.793025409083634
"Polr2e",1.0350889152464,1.5306907959486,1.10852129038001,1.11128924059411,1.39497842712008
"Gpx4",2.59201344790864,3.91458031245142,2.73934425955759,2.61733306874164,3.01227190864557
"Sbno2",0.950834584455384,0.78363031655678,1.65068804880752,0.943897070848325,0.384422304518786
"Stk11",0.518484039898385,0.52298763449504,0.608770256031027,0.749455308252998,0.453037019171222
"Cbarp",0.0202114271605335,0.0108602192306052,0.0352340600152231,0.034943841488791,0.00951277988106631
"Atp5d",2.34800044107091,3.84021302404074,2.94127563525567,2.42233393169644,3.48551781495928
"Midn",0.420016508699955,0.35636817655826,0.52535218362541,0.287888187316267,0.23770571987864
"Cirbp",0.464738797711416,0.636344809961094,0.289860111565299,0.323143391111437,0.646791217269331
"Fam174c",0.256803023056714,0.309611848829642,0.330760257431278,0.25507721434891,0.405227891009834
