"","Acute HX_SL.IM","Acute HX_1D.HX.IM","Acute HX_3D.HX.IM","Acute HX_7D.HX.IM","Acute HX_21D.HX.IM"
"Acer2",0.0163771497080496,0.0158918642852469,0.00683278093278195,0.0282252504797163,0.00453074611486826
"Ccdc163",0.192160857230317,0.134743731653875,0.199632771014904,0.104617506316407,0.0666891207555038
"Srsf10",0.61378851956348,0.577022098337125,0.531062338897063,0.588214029278375,0.650847355941595
"Pnrc2",0.686437873882847,0.591803429742756,0.46223500360958,0.568479892547766,0.523585170480984
"Cnr2",0.102329236490146,0.0968516629997361,0.118945142667883,0.133422817734405,0.0609420650171003
"Fuca1",1.75023352743966,1.61403770740773,1.71571088449653,2.18754763141657,1.88167124838554
"Tesk2",0.0213203547529015,0.0440165466185089,0.0433944821845545,0.00511804951861246,0.0315415080074328
"Mllt3",0.04411897367861,0.0203904315888507,0.0958802512844686,0.0213480110759273,0.0373657427331735
"Hmgcl",0.581288474726523,0.612491796792013,0.327624674846807,0.470202033018929,0.715870094249289
"Gale",0.0423126577398022,0.117651339049285,0.145555395729981,0.0395888453324368,0.0314810954026201
"Toe1",0.0995425302564356,0.0778026129613663,0.0551725939242231,0.0860013698746764,0.131417782548612
"Lypla2",0.470824712761363,0.495813488096631,0.513272134406464,0.511413800962514,0.293190433322167
"Gnb1",2.20159295324576,2.41655101464475,1.85283762639161,1.93007506594983,1.69316021603648
"Pithd1",0.140849002096236,0.200981364701498,0.119978722473097,0.265880945330838,0.219564720861919
"Mutyh",0.00688925699623492,0.0134292920477666,0,0.00420594548869305,0.0127875304428423
"Hpdl",0,0,0,0,0
"Eloa",0.704353486053813,0.360144550363593,0.254479620268159,0.416228514388659,0.718502889623818
"Focad",0.0358208545617119,0.0147924732115479,0.0192347086470594,0.00913505596725932,0.0153588318994503
"Zswim5",0,0,0,0,0
"Rpl11",22.480908162224,26.5695333530662,20.8295448590039,19.2464714945571,27.8761630869289
"Nadk",1.24217881982639,0.913008109205773,0.887837932740904,0.859133829358021,0.778931842598748
"Id3",0.419197123824823,0.202858407595197,0.35718425272532,0.271257657786359,0.314287683619869
"E2f2",0.0607296634243933,0.0835194804988724,0.15011628554718,0.0926320089721717,0.0551128527851812
"Hacd4",1.04295304535962,0.619532740018443,0.675412352129037,0.698496978970356,1.40930221988641
"Urod",0.142757802716475,0.278176442601804,0.112752379770463,0.206958206085437,0.189153118167999
"Slc35e2",0.0819228614686907,0.053431975349694,0.132075070462875,0.0791104846824277,0.0388251190891785
"Asap3",0.0172448084193324,0.00575719502920861,0.0247706240215604,0.009298014117596,0.00821746595352297
"Tcea3",0.124486412769803,0.0669646074208835,0.0292749207462682,0.0519137642572948,0.0736950778761932
"Klhl9",0.514443455426659,0.247675494094116,0.336201426493806,0.421966614081436,0.427282348661733
"Gm26566",0,0,0.0108308801389819,0.00440675811505387,0.004804059689869
"Hectd3",0.0980480589189854,0.0997189423787805,0.182192099181322,0.0990864745115204,0.0948767595051746
"Zfp46",0.0418977350356928,0.04956714419164,0.036900807766171,0.0615520170150577,0.0412585902293805
"Eif2b3",0.106988134237178,0.113291729860863,0.0543688593019205,0.0705341873278261,0.122485728089715
"Cdk11b",0.737352024319253,0.422599062467118,0.493543248497322,0.519443319909482,0.720927091569285
"Mtap",0.131772974483398,0.158366255168762,0.0850019836614802,0.0821168995061823,0.163189729166043
"Mmp23",0.0033420553381949,0.00668236272819033,0.00235150371608132,0.00993411461156035,0.00217749113106891
"Cdkn2a",0.00640981276596132,0.00352465926652766,0.0287144264149751,0.00144291149527187,0.0151985750280147
"Cdkn2b",0.00263853728068606,0.0102247208082192,0.000678704624353958,0.00532476826608506,0.00724185689487745
"Btbd19",0.0557452551375887,0.120682273494175,0.0407931120683778,0.0730588481884521,0.0504476559744654
"Hnrnpr",0.638518137356855,0.533609010773989,0.380551853094284,0.531410609467658,0.714518556949243
"Dynlt4",0.00661964295858723,0.0175754754895916,0.0625292456637545,0.00104133343996588,0.0178931576135058
"Luzp1",0.469174211389125,0.378627765993726,0.424335958116039,0.418578028856385,0.594815440195472
"Mib2",0.158407551689365,0.121489805992926,0.25197565221331,0.170139749525439,0.0698556235499142
"Fndc10",0.00383960812005883,0.0208558883565453,0.00144010087618618,0.00811044442207874,0.00834815538403655
"Plk3",0.20626488649055,0.221973559663864,0.425612633399434,0.173185252768168,0.122827630267834
"Ssu72",0.833605758632683,1.24248447009456,1.02035244745031,0.877207070039318,1.17801500427685
"Rps8",37.6370361013623,31.3694119999406,23.9265338935796,18.8227837647836,55.0218738637703
"Tmem240",0.00180378303809013,0.00959299929405272,0.00624081040667617,0.0135164215259131,0.0134517731683609
"Kif2c",0.0063592558435675,0.0216990131912447,0.0243417861826494,0.0550732580674492,0.0197091304713295
"Tusc1",0.119998202937212,0.107018514080331,0.0670026537131847,0.0505563269363212,0.139481626846705
"Atad3a",0.152285562706264,0.141941055035112,0.13848259783987,0.198149530407945,0.173471905136763
"Kdm1a",0.38936516625023,0.165832075042825,0.165458490869158,0.148322710387411,0.673476518572557
"Caap1",0.134052565715924,0.112104827610538,0.18543976361132,0.201096041781174,0.161537480088319
"Tmem53",0.0080758322703376,0.0132024312893396,0.00535469400514449,0.0257746235559663,0.0081364473913993
"Vwa1",0.00674525283127593,0.00969681631572242,0.0414451325139614,0.00558856249526077,0.0040663754039871
"Plaa",0.259214615403199,0.333256431581084,0.176751513224092,0.30106254826851,0.227060018203812
"Mrpl20",0.668858940795179,1.51043031990026,1.05087656819464,0.825726701114462,1.04066698073395
"Ift74",0.0908343597340216,0.0477255976212662,0.0204501540453863,0.0400427968008451,0.0975513443333413
"Ccnl2",0.540007224706191,0.584896977928276,0.72439433029393,1.1640829691062,0.449839889845045
"Rnf220",0.322299434612808,0.280035329140674,0.268305169922266,0.4274428941963,0.360735709979918
"Aurkaip1",0.71358843279716,1.2673560121232,0.966789193773238,0.822552629803543,1.03796738098404
"C1qb",44.5623509927704,45.382962174092,38.2879403650477,55.9662424742758,65.5412672747357
"C1qc",28.4314717492371,27.7161816416291,25.6305371843168,38.1390960797512,39.820228844505
"C1qa",47.5979727651076,39.5738641318829,43.3645441404314,65.4235676462041,74.7695079780025
"Eri3",0.17931022113363,0.27705398815666,0.13182028019328,0.187404600678126,0.167164071860283
"Mxra8",0.0129802532641516,0.0214936316547848,0.00254192434996234,0.0676026478345791,0.0113829056990911
"Dmap1",0.0822293648519483,0.123865898689313,0.199328039824647,0.10892442131783,0.0862258116704206
"Zbtb40",0.0435474554201882,0.0376445806510607,0.050925331646558,0.0803539521471374,0.036672882518403
"Tek",0.0134969582157316,0.0138717457081867,0,0.0271710434340855,0.00133419156158526
"Wnt4",0.0345628446125772,0.0167368895009785,0.378174779455655,0.0855908908667142,0.0128042032502203
"Dvl1",0.154723192921443,0.0583324087332456,0.122213608188226,0.0985436924380328,0.0730606478758982
"Cdc42",7.45091134160638,8.03878305534467,6.63845838157218,6.25615153007925,7.50547322858901
"Cptp",0.0248140186535079,0.0939137441056293,0.0560774378908854,0.0492988883903575,0.0407937583532477
"Mysm1",0.384528858144768,0.180297586414457,0.110092508866491,0.29656942915947,0.379913192862322
"Jun",9.03046773370313,3.93425216759699,2.92160570313516,4.00294376173969,10.5705497554325
"Ints11",0.139179938764854,0.255353545567107,0.357250456667796,0.225475940749997,0.143000336657917
"Pusl1",0.0342516948223649,0.155682454856394,0.0910447849280336,0.0879044748087926,0.107413516528978
"Fggy",0.0305970955216738,0.0430109823590262,0.00820683193851197,0.0519599354260764,0.0543000661245091
"Acap3",0.065107528814192,0.0430513924502896,0.0953353349326848,0.11679096059046,0.0441442941471417
"B4galt2",0,0.00163088824044772,0,0.0255878866035138,0.00230010194944579
"Atp6v0b",3.69923703262654,4.14555202372556,3.45768916187108,4.55010659553956,5.84383961676137
"Dph2",0.0275227196055504,0.0785310129297742,0.0131905549976385,0.0447101855250848,0.0186198267519226
"Ipo13",0.146972131732642,0.143475815160459,0.126025696656727,0.162370402119075,0.0616327946731827
"Hook1",0,0.000619993859580815,0,0,0.000662939330177132
"Usp48",0.399125859984867,0.192460395241956,0.210327822963931,0.320666965869122,0.279863176743691
"Ube2j2",0.494033782592252,0.812725620291367,0.701242918754742,0.718284391687297,0.470926191191067
"St3gal3",0.112192902827807,0.0955308392554038,0.176768160758419,0.112740834578227,0.067097898555808
"C1qtnf12",0.181733611213282,0.15315042032369,0.174799943801636,0.250643149092365,0.139321213879737
"B3galt6",0.0500883074466815,0.0917457838966894,0.117893363225303,0.107384664354538,0.0578230056971469
"Sdf4",1.34673736012194,1.28115632410397,1.38296720221908,1.49750863617895,1.46109620318333
"Tnfrsf4",0.00162337451509803,0.00222012783994074,0.0197105129236979,0,0.00414164470899397
"Tnfrsf18",0.0696547576859419,0.0987384060943475,0.189539724398899,0.0988998157639113,0.0525090892744517
"Rap1gap",0.00959254617428117,0.0106352124949788,0.00735313230497865,0.0147493132831956,0.020593046894134
"Kdm4a",0.234011265893386,0.195639298074753,0.127988882238817,0.160004786982239,0.223507522275129
"Ece1",0.185034060563379,0.0718959154309568,0.529946933180475,0.215190169339094,0.095745708201047
"9430015G10Rik",0.0750064660014644,0.0233663262503703,0.0456386213096479,0.0846879084279747,0.022694577889039
"Nfia",0.212561403270069,0.113716306947482,0.0920416666620189,0.105752063530475,0.155863851202249
"Szt2",0.0319862051309675,0.0275795335690142,0.0497998448825077,0.0604995771630032,0.0208817124456543
"Tm2d1",0.399059280722298,0.517181505651573,0.395705181093173,0.476713054861154,0.488536327575318
"Med8",0.394519524263883,0.555275141082614,0.457160773517288,0.366245149444704,0.485437302042061
"Elovl1",0.440648937553228,0.817495568395723,1.15194244562038,0.880214627432544,0.420015438616921
"Cdc20",0.0266439731852933,0.0249331948469976,0.118366403016783,0.0623788576993635,0.0145437638010732
"Agrn",0.0441721437137479,0.0148683862932116,0.0931444246382828,0.0238409917592928,0.0307347542690289
"Isg15",0.16487204190903,0.098796531193874,0.480578519842331,0.336260716237336,0.175799377613339
"Tie1",0.00117204989181979,0.0101942189326939,0.00161596339131895,0.044051266074874,0.00223362085429372
"Noc2l",0.486193178984134,0.354503306900163,0.410447795530896,0.416670220097828,0.447765350789188
"Samd11",0.00264638542911012,0,0.0145558292325299,0,0.00251945371322889
"Ebna1bp2",0.325913225843687,0.642473360957424,0.379383045840949,0.322087641931923,0.471945154542085
"Eif4g3",0.768692512326784,0.433091537351112,0.628009988321421,0.488470004390579,0.743723825576242
"Slc2a1",0.117770631377624,0.142700017400365,0.496246410658208,0.18417662425047,0.0832850419519944
"Zfp691",0.244536682894409,0.131702855716189,0.122267244093309,0.0850199313375987,0.175908169777711
"Patj",0.0222473104490618,0.00391817894091891,0.0031574128714965,0.00152136236173859,0.00513332321077479
"Ermap",0.0262727918930767,0.00637481277769626,0,0.0475417696492895,0.0300233557729442
"Svbp",1.03325909858189,1.00933348100082,0.556143253503969,0.972353933446532,1.31192998126185
"AU022252",0.0731683968365031,0.117942874671557,0.108159923743484,0.147391807529018,0.0639005068319084
"Hp1bp3",0.898844296830496,0.463687719181431,0.53598630623343,0.522158367223647,1.0923001501054
"Usp1",0.335518231965838,0.252520506674444,0.236345079403506,0.192691747324314,0.346510718205598
"Ddost",1.05189790666,1.2359084389429,2.55572113664808,1.62818860659883,1.13300283281662
"Pink1",0.354646332293223,0.427954002792532,0.280540682088069,0.501920188975861,0.359448116930401
"Mul1",0.0869679177100637,0.114609584887836,0.192943630511619,0.146533489967073,0.0958851737068587
"Camk2n1",0.266068728711993,0.249633385391548,0.0624430665636855,0.102236785441182,0.229892590674457
"P3h1",0.061533729070939,0.0629705417316513,0.113423481029279,0.0991679410201748,0.0302848900849091
"Pla2g2d",0.22496171976378,0.0615351450826273,0,0.076783757303841,0.186669130427689
"Ybx1",8.99609463508003,9.98407830923536,6.92103063269769,6.74061208508262,10.6836850828226
"Otud3",0.0290860483344834,0.0365955383526383,0.0280335085363817,0.0309046667247169,0.062743944761456
"Tmco4",0.0326583255462276,0.0621054467336789,0.0928313363679697,0.073319243809636,0.0342052249508953
"Nbl1",0.0590231170899529,0.0702993765288885,0.0452891222748508,0.117709214486893,0.0497738173892276
"Micos10",1.92723049133672,3.40172157804912,3.29586263354358,2.41969408046033,2.04365033457912
"Ppih",0.127326929616646,0.306202592240127,0.306340998275035,0.167201583691954,0.195630714694285
"Dock7",0.429168847394138,0.217915007069125,0.415816112963379,0.432455840100215,0.328440531076346
"Angptl3",0.0023818441422131,0.0040060091677416,0,0,0.00459694316011923
"Atg4c",0.0973113700220257,0.115210392947376,0.106986787191895,0.0769906432349672,0.0907262196316549
"Gm12689",0.0171067842126464,0.00749757978158645,0,0.0514212146757913,0.0142634000804672
"Capzb",3.70993479027145,5.15692373158503,3.8701585574801,4.01339747759468,3.20848720642469
"Alg6",0.110014623390289,0.0622208731367899,0.0706207134798726,0.138266491255599,0.0765647768441395
"Slc66a1",0.0497541432063024,0.136193168084998,0.192403796563558,0.175369251778587,0.0633142218080504
"Itgb3bp",0.0451185839371155,0.0569584218326495,0.056455462104989,0.0341845109474034,0.0732610179999497
"Akr7a5",0.241179338111944,0.362777627674685,0.189470039068788,0.396833013608749,0.2974176057905
"Mrto4",0.248307963300606,0.426225302660454,0.519642767524888,0.269915982226171,0.338176907635537
"Ppcs",0.0595302498386266,0.084251021318158,0.0530113650574119,0.10968012298516,0.0766107968167826
"Frg2f1",0.00456805033778231,0.00667638195701831,0,0.00129346026490066,0.0185042228773377
"Emc1",0.269655206969018,0.272522214429298,0.409679651417633,0.456208201530122,0.142842279795648
"Jak1",1.44117333990035,0.847292353598187,0.824071440355356,0.874804827087983,1.7342321007047
"Foxj3",0.134158245302819,0.139022553219622,0.124565409581358,0.157152858488055,0.148334135417912
"Hivep3",0.420359267950636,0.28401764456234,0.265060302176481,0.329834003523096,0.494545466563356
"Scmh1",0.162354415098362,0.0940413604471134,0.172268188509072,0.173247123417228,0.13946926895767
"Ctps",0.0378666746185371,0.0618837142416594,0.132935300611364,0.0328267257535697,0.0275827711633267
"Cited4",0,0.00103378107080697,0,0,0.00177380111120832
"Ubr4",0.429722519392111,0.23605171209923,0.389971888601689,0.317770603494264,0.31818965020415
"Leprot",1.00922457766811,0.972419111306428,1.04794491834522,1.23049909389716,0.972843414548347
"Iffo2",0.140800824750138,0.0900423917581399,0.0378956306432591,0.0790248105688485,0.0967159452756932
"Aldh4a1",0.0485404249380768,0.0133137142190341,0.0986181060681958,0.0714674063464226,0.0348070482911576
"Nfyc",0.183818560211777,0.226402200878167,0.128189129125498,0.257368439666379,0.143330375125549
"Rims3",0.00394819979573057,0.000773249764622772,0,0,0.00109546561688724
"Exo5",0.0464141572582635,0.040440328506222,0.0806096239573187,0.0653914991651275,0.0501498583276188
"Zfp69",0.00376230955576651,0.00499322593328503,0.034212118229195,0.00157841037659609,0.00349921927769773
"Smap2",1.17126642567811,0.534554306864451,0.56123611925232,0.480612140520899,1.61553100351386
"Zmpste24",0.263420728354239,0.214178699906765,0.323296045170171,0.18944819042567,0.26649571184042
"Lepr",0,0.00075881285246857,0,0,0.000921159255491085
"Rlf",0.208609451929009,0.108572421729101,0.261667635057768,0.229585672607078,0.21338897416696
"Ppt1",1.59631602093088,1.17602516621988,1.9707568620127,1.73531135391628,1.20445091358519
"Pde4b",1.45989833151352,0.607519684534929,0.949159955686638,0.665965440822006,0.841187046885965
"Cap1",1.0771894941719,0.457070455233402,0.574795874857129,0.368772079287757,1.42671363982981
"Arhgef10l",0.320020084459613,0.131382469034095,0.223527128960537,0.196234279056829,0.230537150837689
"Mfsd2a",0,0.00438343370892223,0,0,0.000516111014391544
"Mycl",0.0751178398804948,0.0656171254011631,0.0684825676744026,0.0701860319154299,0.0474330598268745
"Rcc2",0.415558977193684,0.449949357777304,0.679735913109216,0.459632365477169,0.428004726360852
"Trit1",0.111449306205149,0.076398973586722,0.0892440388360243,0.0774141400308056,0.114581041263917
"Ppie",0.331599377073928,0.320678388516228,0.386257755889407,0.264195627490221,0.307216340186495
"Padi3",0,0.00532222903467539,0,0,0.00130813484559723
"Padi2",0.130811784499447,0.0791476499167327,0.179405451312166,0.0622650459356515,0.0878130138828048
"Sdhb",1.23367789836086,2.08028463341972,1.50365443556866,1.62694799612689,1.58871426686819
"Sgip1",0,0.00111349250040531,0,0,0.00069641268152246
"Pabpc4",0.131672888009525,0.245294095793229,0.232306864626868,0.160227779140171,0.0911364165889065
"Atp13a2",0.740533623390623,0.66388957610058,1.61117766796041,1.44654909766482,0.674513590357387
"Dnai4",0.00117467844352287,0.000647845292471053,0.00312611691326061,0.00286632500998936,0.0133676332184496
"Mfap2",0.0220244227205047,0.0169033000855235,0.0317817288129649,0.0315580527385715,0.00452084664699247
"Mier1",0.941815747522055,0.519917032434179,0.586260830680952,0.726864315453771,1.16570193308736
"Slc35d1",0.045182401696155,0.070631381404924,0.0509450412068935,0.0388084470823375,0.0225873862340913
"Crocc",0.0177967128794258,0.00896612129024393,0.00211229956125426,0.0420710122369866,0.0193603651850225
"Oma1",0.209954963740674,0.13282657473507,0.108136253079414,0.202075522342471,0.206561829861601
"Necap2",0.911218464017536,1.44759022597093,1.00104581374897,1.01373246752077,1.1954976953943
"Szrd1",0.637947075746272,0.52940449740466,0.670163967674468,0.458494943947928,0.421763094780764
"Fbxo42",0.151545720188985,0.0821157857510653,0.081252398312092,0.0993866294363166,0.11905763894235
"Epha2",0.0288372063151844,0.0197281197816432,0.0566040476211212,0.0141780583569703,0.00467641944003318
"Zbtb17",0.0893645104145051,0.0763183169912392,0.156715231239831,0.101055893323941,0.0713284632072367
"Spen",0.395432267659785,0.154387942302921,0.257708240628469,0.19724207153333,0.338904385595682
"Fblim1",0.263347213247771,0.10549704326632,0.124392577091702,0.0999803415001462,0.222513465038634
"Tmem82",0.00679993196083442,0.00527591627523215,0,0,0.00273085858280624
"Plekhm2",0.438925066214795,0.154772237652585,0.0931339232845413,0.275759755474772,0.244177495381058
"Prdm2",0.502560084438495,0.121477009229674,0.109962938844479,0.258664309949026,0.367899343866817
"Pdpn",0.132541609142189,0.124930029158402,0.131663249915626,0.225698999618078,0.0562336464632802
"Dhrs3",1.84866162005485,1.78265493214625,1.51490683790358,2.10458777560914,1.76669667492897
"Vps13d",0.271000600289284,0.138631509543492,0.207957791614292,0.180026544473044,0.17370789965692
"Tnfrsf1b",0.827792799352752,0.568008538260682,0.670405258753979,0.958413683946477,0.65326842631064
"Tnfrsf8",0.00788344498986333,0.0064894221503392,0,0.00364274066418485,0.00657051238481738
"Zfp268",0.27943428436856,0.0776529181392681,0.042067955002882,0.133290015803863,0.179126701111524
"Zfp992",0.297075074664043,0.245611518489481,0.254731292185196,0.187007840036936,0.165414369795026
"Zfp993",0.221091117147779,0.103051401198284,0.273112896241136,0.231769155446356,0.0538824783177048
"Zfp991",0.32172806652852,0.249600330500286,0.494233791473421,0.349146669222303,0.132163660882032
"Zfp982",0.0110074235300153,0.00543596424804091,0,0.0108991350446429,0.00665134110162362
"Zfp979",0,0.00471836697108907,0,0,0.00176293796239188
"Macf1",2.31589768900051,0.505029204779794,0.83115599747598,0.921251035787819,1.86344102950269
"Ndufs5",1.03823476103496,1.74593679570784,1.64229848676752,1.0866752955216,1.45032318725845
"Akirin1",0.545822730975774,0.51438506245832,0.331139833293191,0.412585058397616,0.462486091811984
"Mycbp",0.16699136046398,0.279974248846703,0.242278902740725,0.190931419645914,0.193882740336849
"Rragc",0.692460982787757,0.577886787385251,0.347284548968914,0.602239553665181,0.705012160394612
"Utp11",0.65190655657015,0.593945291174824,0.561741685557059,0.421774757690486,0.659063293966911
"Fhl3",0.204160846082735,0.0826513635851804,0.148169704367584,0.0974696999802317,0.0794870218678551
"Sf3a3",0.343191827709668,0.353982257419492,0.292848374920265,0.252995844134206,0.40481827448426
"Inpp5b",0.159139240616307,0.0962741487200919,0.056218096580818,0.115151615465001,0.0845638348252407
"Mtf1",0.212453991508029,0.174546513008629,0.11021981569268,0.151106714380431,0.149375053408692
"1110065P20Rik",0.191955605049531,0.255235847538459,0.193966839870894,0.167089546787234,0.181896314388725
"Yrdc",0.227494864208427,0.425933194225029,0.205784274335152,0.315600584230094,0.222573537091037
"Cdca8",0.0618741252931997,0.0928253760919587,0.233567816277679,0.0862563436597502,0.0696219316068768
"9930104L06Rik",0.0561278858110024,0.0390409858760058,0.039639932219373,0.117108166299331,0.0626623121839883
"Gnl2",0.250679475230709,0.20122514523334,0.161907460522802,0.235535973426149,0.239664082916146
"Snip1",0.11000765863401,0.0756922048464009,0.0488470411610898,0.120338839177126,0.121533609901049
"Meaf6",0.340455087880816,0.490283008141774,0.385443303031001,0.37057462614564,0.381079879180321
"Zc3h12a",0.775272573546988,0.396291253384061,0.429071297254071,0.443538360937909,0.363982451226896
"Csf3r",0.229615854525497,0.158959899606993,0.125406792182896,0.265768665780946,0.173524359636266
"Mrps15",0.565391934024261,0.657058642911652,0.504726356224419,0.482653677210194,0.726261145165415
"Oscp1",0.00372761010987504,0.00364893841894709,0.0123757628110803,0,0.00566733749753921
"Lsm10",0.296405557430519,0.496672414306922,0.339809123807989,0.433918563453862,0.363919123568357
"Stk40",0.337332535078258,0.252054660071352,0.345531810657491,0.247709459746865,0.29200149056056
"Eva1b",0.349216818372714,0.569349687876183,0.639617027895844,0.596408413382949,0.43699266877439
"Sh3d21",0.00772254420205006,0.00513409479744071,0,0.0243288267779708,0.0100471188410576
"Thrap3",1.05147194775621,0.518300364999215,0.449846056834803,0.47499862532097,1.05338798330831
"Map7d1",0.931746160767959,0.807689414050707,1.17195996508041,0.862723984495138,0.79511749982383
"Trappc3",0.381136364140761,0.622505564152502,0.511604537519395,0.417269111189839,0.476744975166267
"Adprs",0.260261199846501,0.250905011905352,0.204531394685619,0.342653967803847,0.176045179157986
"Ago3",0.304977744364982,0.147248856180354,0.123104507155582,0.177112269047085,0.213154607588009
"Ago1",0.196750931123712,0.117423279319488,0.194086748100201,0.158910808654553,0.165839789554943
"Ago4",0.201754957621509,0.091753933761243,0.080716642078072,0.170111491999391,0.130498733632191
"Clspn",0.0256701828396604,0.0268602259815579,0.0307485874144895,0.0646285603786151,0.032207203441649
"5730409E04Rik",0.080065869324834,0.0558563061830111,0.0245053417948971,0.038093616870784,0.0996724033720678
"Psmb2",1.47810117474735,2.5709837619596,1.78288007572025,1.69981262962515,2.00031888802331
"Ncdn",0.135503305776179,0.103882787235966,0.106878643533073,0.0410650363362224,0.052897820591827
"AU040320",0.175032699235338,0.087647865549411,0.166734802213638,0.221211740896416,0.115552919687916
"Zmym4",0.203315515717095,0.0759910022338272,0.0549946285678146,0.114514286791542,0.319462499396216
"Sfpq",1.71028672268593,1.57935792095026,1.27455139172005,1.15322594126919,0.969923067039831
"Zmym1",0.0736357587744812,0.0386202177926993,0.0347601627663334,0.0508790141016418,0.106937437384202
"Zmym6",0.0730460909490116,0.0369309810882702,0.111000679407212,0.00623099270615158,0.0511114742474851
"Tmem35b",0.132864283208318,0.118420046226738,0.117066162236805,0.157413170872272,0.123365172698453
"Smim12",0.267953083375709,0.472773437908988,0.349477474901367,0.318381558065846,0.337797631952192
"Zscan20",0.0263684183118238,0.0184161557765127,0.0476148616447523,0.0280007514521277,0.0167116300762695
"Phc2",0.310862410498893,0.245997906520662,0.292679219214219,0.236592562445029,0.426680356432115
"Zfp362",0.113605283098261,0.0789320433074015,0.0677395370457915,0.0742733492334652,0.0610917680616875
"Trim62",0.0248620242059899,0.0181872245506958,0.037087408124124,0.0123833221512522,0.0192544940755134
"Ak2",0.768340236983439,0.980710229085681,0.699791701785423,0.932765469571427,0.726612045998038
"Rnf19b",0.946707391303325,0.551566982899893,0.359784825234002,0.850962438159198,0.560322876608395
"Pramel12",0.0378157750995754,0.0553381219709438,0.00756410275666866,0.0735052827962617,0.0553382386250213
"Efcab7",0.0142081029972548,0.0017520744661276,0,0.0156633496940308,0.00799890826354329
"Pgm1",0.0431013592713095,0.0957394187563468,0.0722929924219259,0.0597100642136824,0.0633105119276356
"Tmem51",0.306526704179892,0.405475698169064,0.417730204980678,0.68501837284432,0.336771737728234
"Kazn",0.00184201548913985,0.00195868115707149,0,0.00234657135640187,0.00101072643536799
"Tstd3",0.0991376633368975,0.173440627271191,0.127229276132645,0.11439627362375,0.108798447519606
"Rad23b",0.557906325132313,0.629360048087521,0.584688190030764,0.608481100597826,0.489469385538318
"Klf4",2.48300568818746,1.19850024119499,1.50504387340399,1.25391699250396,1.69134275721369
"Pnisr",1.08394450129576,0.729400960638261,0.905535473689819,1.18502540567158,0.818024132196557
"Coq3",0.0856431323659284,0.0591585062740146,0.0745651302587663,0.0857250143640202,0.0608245793116451
"Fbxl4",0.063293159852419,0.0403258726660611,0.00893690523254154,0.0605000495122911,0.0437470427123117
"Elp1",0.139836655479366,0.0815893595230585,0.140917876868733,0.0938791787572822,0.122144223764547
"Abitram",0.0688218053764448,0.0503488715685065,0.0519508256956702,0.0447656968940113,0.0461360574572758
"Ctnnal1",0.00535383250913585,0.00433344658073731,0.00212967551624932,0.00210149020873682,0.00680371091876518
"Mms22l",0.0571834772350492,0.0584438788366482,0.151007926282405,0.0486118281763727,0.0294627329310894
"Tmem245",0.21696743659635,0.094413133068946,0.150398208834875,0.245270262087755,0.165247758435408
"Klhl32",0.0185159176283413,0.00999334940492631,0.390976167963287,0.0738639251868129,0.00226122636009544
"Ndufaf4",0.208795895770235,0.33473671902334,0.183002347860134,0.236085802610332,0.2165456513013
"Ptpn3",0.00163322475655152,0.00106709236538096,0,0,0.00143651578783919
"Ufl1",0.264976867538998,0.190515537918036,0.187619675532071,0.158240586167556,0.334135390140856
"Pakap.2",0.0349186395698024,0.00470774495495428,0,0.0210811788536551,0.00130775955244847
"D630039A03Rik",0.00180327951625945,0,0,0,0
"Txn1",2.4870628441064,3.70909387650395,3.70487695850931,2.25468463545676,3.07086098237264
"Manea",0.08650861224317,0.076008192499395,0.0770466965369291,0.0841364332840153,0.0876247067112341
"Svep1",0.00334654549494739,0.00719625334265968,0,0.0169366732947595,0.00215733161088254
"Map3k7",0.266373218775091,0.0960832058946629,0.196080313172666,0.112146496075019,0.173753727984892
"Bach2",0.218012728908938,0.0830538620134288,0.046243525658915,0.19696543045438,0.141583796250634
"Casp8ap2",0.379982708127039,0.14905316786273,0.136908058813014,0.0777947202476387,0.321819683451651
"Ecpas",0.368354163938385,0.221283651752081,0.252917144045867,0.267108747159961,0.300625384226014
"Mdn1",0.213802797829081,0.109583090978575,0.0811754549722948,0.115653667746919,0.144308686896363
"Ptgr1",0.126095838900198,0.170914395340801,0.167034223968703,0.145012132968715,0.124734007311674
"Lyrm2",0.286857544415666,0.268223676158397,0.181869524233699,0.157592471811493,0.315360366846202
"Dnajc25",0.201044820724384,0.260206142436334,0.221368296714921,0.21690019875619,0.253563586552745
"Gng10",0.573655952208938,1.10408892270447,0.979549335428306,0.784708590540672,0.282662484410487
"Ugcg",0.453294695767907,0.18576193371951,0.213569665393622,0.283723390837221,0.338815173422884
"Susd1",0.046677331794041,0.0152921126645863,0.0194368671065162,0.0335328781762791,0.0206952120282328
"Tmem68",0.140045686962665,0.231191756741562,0.269710540005272,0.272172284818579,0.120988595783869
"Tgs1",0.623154542347271,0.349106265731419,0.332477648915721,0.243092871152807,0.815873607288225
"Lyn",3.17505117541058,1.75755233930038,1.67283634873973,1.70843314726788,3.17640401999717
"Rragd",0.00189145471025184,0.00118310880294471,0,0,0.00274231724018602
"Rps20",26.9526728315205,16.0856827129968,13.4102700281217,10.4851619956068,41.7020079240837
"Plag1",0.0612373505542529,0.00600717281544439,0.0409669781553529,0.00100749252037553,0.0288556353058851
"Ube2j1",0.436072011641373,0.521449825142451,0.425657732258896,0.421890023544662,0.272363364186098
